评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2026-01,"Hi, ich habe einen Benq PD2706 U, der ist oben 5.8cm breit. Laut Hersteller sollte die Halo 2 bis 6cm passen. Wie ist deine Einschätzung bzw. wie breit ist dein Monitor? Super Video vielen Dank",,0,0,,,
2026-03,Super Video!,,0,0,,,
2026-01,Hi... kann man die Farbtemperatur auch auf der Rückseite einstellen oder nur die Vorderseite? Danke :),,2,0,,,
2025-12,Kann man nicht einfach das Licht anschalten?,,2,0,,,
1年前（修改过）,聽說女裝只有零次跟無限次,,67,0,,,
2025,"如果能連結APP+ 智慧家庭就更好了，這個燈超適合當睡前的燈使用，睡覺就可以在床上關機。 
雖然目前靠智慧開關解決了，但沒辦法調其他設定",,2,0,,,
1年前（修改过）,Jim大推薦必買小劇場我笑了,,1,0,,,
2025,"買螢幕掛燈前沒跟我說會看到這個...
只有最優質的廠商才能讓Jimmy做出這種內容",,1,0,,,
2025,想問一下以前的螢幕掛燈拿來夾Oled電競螢幕都會有種害怕的感覺，不知道這一代在夾具上有沒有什麼改良,,1,0,,,
2025-11,唯一的缺點大概就是不好看，外型要是可以往蘋果那樣把硬體打造成藝術品那就完美了，畢竟可是燈具，算是中型傢俱了。,,2,0,,,
2025,想請問，會不會擋住Studio Display的前鏡頭？,,0,0,,,
10个月前（修改过）,最近有買來體驗。價格不便宜(近乎六張小朋友)，但性能上真的實至名歸,,0,0,,,
2025-08,目前還在使用ScreenBar Plus，用了之後就回不去了,,0,0,,,
2025-10,補充: 這部影片做完，控制器一直用到10/5號才亮紅燈，這次的續航力真的很強!,,1,0,,,
2025,1:39 真可愛,,7,0,,,
2025,終於有新掛燈分享了，我是買ScreenBar Pro，原本沒台燈，使用後眼睛真的舒服好多，有自動感應真的方便，也不佔空間,,0,0,,,
2025,掛燈不錯但 已經快比螢幕貴了,,2,0,,,
2025,1:37 這什小劇場阿，好刺眼,,27,0,,,
2025,Halo 1代的我表示：其他新增的功能都不重要 控制器是充電電池就夠了,,1,0,,,
2025,"最早期的 Screen Bar 用起來真的滿意現在都到 HALO 2代了  有閒錢再來買, 影片那個檯燈差別真的差很多",,0,0,,,
2025,小劇場太刺激了 dc貼圖做起,,0,0,,,
2025,期待這一次computex 的新品開箱，這次rog 端出了好多猛料,,0,0,,,
2025,以後每部片都敲碗女裝小短劇！！,,0,0,,,
1年前（修改过）,"開著HALO看HALO2的影片
那個遙控器真的讚
2:14 這是我當氣氛燈照後方PVC用, 要那麼光做什麼
3:35 我倒是喜歡USBA, 用屏幕USB供電同步開關
4:07 改成內置充電也不錯, 不用準備一套後備電池
5:17 自動都太亮我都開30%左右就算了(除了電腦看影片配晚飯要亮一點)
總結就是花多點錢用好多年, 不用太省",,3,0,,,
2025,聽說女裝只有零次和無限次,,0,0,,,
2025,5:40 這是真的 晚上睡覺會突然開啟,,1,0,,,
2025,善待眼睛的花費絕對不是智商稅,,1,0,,,
2025,benq screenbar halo 用兩年ㄌ 很喜歡之前用小米的ZOWIE螢幕會一直反光很躁 但halo 就不會 我覺得一代缺點就控制器 電池 和都要先揮手他燈亮才會有反應 不知道二代會不會比較直覺一點,,0,0,,,
2025,原本螢幕是VA，換了OLED後亮度變高打遊戲眼睛都會痠又流目油，當下就想說應該是環境亮度太低導致，原本要買ScreenBar Pro，但要買的時候Halo 2剛發售，馬上就捏一下上去~使用到現在非常滿意，打遊戲眼睛痠的狀況完全沒有了~~讚讚讚,,1,0,,,
2025,你可以不看，但一定要傳給你朋友看,,1,0,,,
2025,太晚看到這部影片了QQ 請問PRO和HALO 2使用下來比較推薦哪一款呢?,,0,0,,,
2025,想問一下桌上架筆電的那個是去哪裡買的,,0,0,,,
2025,想問 二代的控制器可以一起控制一代的掛燈嗎,,0,0,,,
2025,螢幕掛燈真的只有BENQ能買，其他廠牌都差很多目前還是用Halo 1代，控制器要換電池確實麻煩。,,0,0,,,
2025,Can the lamp be connected to monitor usb port?,,1,0,,,
2025,5:39 我的screenbar pro 發生過一次,,1,0,,,
2025,刺眼的不是燈（x,,3,0,,,
2025,1:48 老婆的臉有點油…,,1,0,,,
2025,中間那什麼劇情好辣眼睛,,0,0,,,
2026-06-25,我又吐了! @3:28,,0,0,,,
2025,請還我眼睛 謝謝,,0,0,,,
2026-06-25,我吐了! @2:10,,0,0,,,
2025,WTF 女裝上癮,,3,0,,,
2025,扮得不錯，下次別再扮了,,0,0,,,
1年前（修改过）,跟阿翰的房東阿姨有得比,,0,0,,,
2025,當初就是看你拍的Benq 掛燈介紹影片，也跑去買了一隻，有感覺眼睛比較不易疲累,,0,0,,,
2025,我是用Halo一代已經很方便～沒想到二代的轉控台改成可看到色溫跟亮度值等資訊，覺得比一代更有質感 太毒了,,2,0,,,
2025,眼睛最好的保養，就是多補眠，效果最好、價格最低、永久有效。,,10,0,,,
2026-06-28,去年買哩，搭配BenQ的Mini Led個人顯示器非常舒適~,,0,0,,,
2025,前一陣子在瘋杰客森林的影片，在這個頻道學到很多，看到了介紹前一代的影片，很心動，研究了一下，但因為我又想要入席感應又想要背光，前一代沒有兩種都有的版本，價格又滿高的，結果不了了之，結果可能因為有搜尋過吧，上週跳出 halo 2 預購，他們終於把兩個功能放到一起了，考慮到這是每天都會用的東西，加上最近眼睛真的很不舒服，牙一咬，然後我就預購了，27號才會來，總之如果你們廠商有在看，投這個頻道真是投對了,,10,0,,,
2025,这个屏幕挂灯除了针对一些对生活品质有追求的人以外，如果有调色需求需要配合一些屏幕校色工具的，也可以统一一下环境光。方便校准,,1,0,,,
2025,"昨天買了~~，真的很值得購入~~ （應該早點買
想請問晚上睡覺時，是會直接關閉電池開關嗎？還是就從搖控器關閉而己？",,2,0,,,
2025,目前用Halo一代，不會用到後補光所以繼續戰，但遙控座沒電得換電池，真希望能直接充電～至於其他牌都…買過真的差很多，問就是直上Benq。,,2,0,,,
2025,"請問一下有關前後燈的問題
他能不偵測我直接用按鈕開嗎？
例如我睡覺時房間沒小燈
我都是開檯燈往後方
我能直接把後燈
當作晚上的夜燈嗎？
因為我人不會在電腦前
沒辦法用偵測的方式",,0,0,,,
2025,"看完這支影片之後就下單了。很喜歡介紹的方式，影片很順，畫面跟聲音搭配得很好，不知不覺就看完了。

之前就有買 ScreenBar Pro，非對稱式照明不會造成螢幕眩光，很讚，但沒有後補光，所以這次想試試看 ScreenBar Halo 2。收到貨之後，機身金屬的質感很讚，跟 ScreenBar Pro 一樣，後補光也確實很方便。另外是控制器可以用充電的，不需要另外準備、定期更換電池，是跳過 Halo 1、直上 Halo 2 的其中一個重要原因。

目前使用上都蠻滿意的，剛好 BenQ 有「分享心得登錄送 Edenred(宜睿) 電子禮券 500 元」的活動，所以回來這個影片下面留言。",,0,0,,,
2025,請問會不會擋到螢幕的視訊鏡頭呀？（目前使用蘋果的studio display）,,0,0,,,
2025,想請問一下  我有兩個螢幕  那這代可以一個控制盤  獨立控制兩個兩個掛燈嗎？,,0,0,,,
1年前（修改过）,"請問二代的可旋轉角度最高可以轉到多高呢？
以水平夾腳來看，一代可以轉到最高約30度，最低45度，調到最高30度還可以照到臉充當梳妝燈，但二代看起來能動的幅度不高，有點猶豫",,0,0,,,
1年前（修改过）,"我也是不喜歡把室內燈打開，尤其是在修照片的時候...怕會影響色溫
當然晚上會看一些動作片學外語的時候也會把燈關掉...可以比較專心",,4,0,,,
2025,請問這產品跟螢幕遮光罩是否相衝突，還有那個遙控很耗電，沒在用，擺這也會沒電，鍵盤，滑鼠，擺1年也很少在換電池的,,0,0,,,
8个月前（修改过）,有沒有 lite 版 LOL 應該用不到這麼多微調 把錢省下來,,0,0,,,
1年前（修改过）,"最近剛好看電腦銀幕10分鐘左右就眼睛好酸,家裡電腦在客廳與餐桌的中間,在沒有燈光中間點,之前都可以忍耐,但今天與昨天看了您的影片共兩次完整看完馬上訂購了halo 2 ,希望能改善眼睛的狀況",,0,0,,,
2025,Halo 2 主燈&遙控供電是 Type-C ，是時候更換了！原本在用的一代，主燈Type-A供電與現在環境，實在是很格格不入，同時遙控耗電速度也比預期的快，看來要要找人or 地方接收一代了 XD,,1,0,,,
2025,請問這個會擋到Studio Display的前鏡頭嗎,,0,0,,,
2025,有halo，有必要換halo2嗎？ 入席感應不太使用到。 有候補光前後代差異嗎,,0,0,,,
2025,"最不滿意的功能就是入席偵測。。。 不知道為什麼，設定好了3分鐘，人都離開半個小時了， 燈都不會自己關
可能是偵測到我的椅子在桌子前面？ 但如果是的話也太蠢了，不是動態偵測的嗎應該是...",,0,0,,,
2025,螢幕跟環境亮度差異太大，眼睛就會很吃力。,,1,0,,,
2025,目前在考慮是要買BenQ ScreenBar pro還是Halo2，價差約1000元，買哪個好@@,,0,0,,,
2025,博主能否和pro对比下，6500K最高亮度下，照明范围，亮度是否有区别,,0,0,,,
2025,好奇如果室內光線充足的話還需要這種東西嗎?,,0,0,,,
2025,請問雙螢幕有需要買兩組嗎?,,0,0,,,
2025,請問已經有pro了 還要換halo 2嗎？,,0,0,,,
2025,這個肉身相當難維持阿!!!葉黃素只有抗藍光，防止黃斑部病變，水晶體需要花青素，眼角膜需要β胡蘿蔔素、視神經需要脂溶性B1苯磷硫胺、魚油中的DHA則可保護視網膜神經細胞，Omega3能對抗發炎反應、預防乾眼症，夜盲症需要維生素A.....,,4,0,,,
2025,"桌面空間有限，其實我覺得桌面控制器還蠻多此一舉的，既然都標榜專業自動感應，控制器也能做在燈上面，就應該交給機器去控制

畢竟光線照度充不充足是廠商自己說專業研究出來最護眼的亮度，我的screenbar一代跟小孩用的mindduo2檯燈幾乎沒在動光線的，色溫大概也極少機率會去調整",,2,0,,,
2025,"請問幾個考慮購買掛燈選擇困難點

1.由於螢幕靠白牆牆壁這樣是否不需要環境背光? 看過說明也不清楚實際用意

2.都要開房間頭燈+掛燈 那為何還要背光燈? (轉頭買一代 畢竟二代 價格高出不少)

3.螢幕掛燈使否可以取代書桌燈使用?",,0,0,,,
2025-12,什麼時候要出第三代呢？,,0,0,,,
2025,平時都會開燈的話也會推薦買一下嗎?,,0,0,,,
2025-12,真的這麼有用嗎?  因為我看螢幕看久了眼睛也很酸,,0,0,,,
2025,請問我現在用小米的掛燈 有需要升級嗎?,,0,0,,,
2025,Halo一代最讨厌的就是那个遥控器，看来二代不用悬浮解除锁定直接旋转调节了。,,1,0,,,
2025,我好少好少留言.....但.....怎麼覺得你....最近好憂鬱喔...怎麼了嗎？（關心）,,0,0,,,
